"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"XTEXVA01","Exports in goods, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,1.07671622357647,,
"XTEXVA01","Exports in goods, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,0.021035837492913,,
"XTEXVA01","Exports in goods, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,-2.79050786585897,,
"XTEXVA01","Exports in goods, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,1.41600205394454,,
"XTEXVA01","Exports in goods, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,2.51585316696312,,
"XTEXVA01","Exports in goods, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,-0.893779748048262,,
"XTEXVA01","Exports in goods, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,-2.00622351629682,,
"XTEXVA01","Exports in goods, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,1.93407968136606,,
"XTEXVA01","Exports in goods, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,5.04182480573498,,
"XTEXVA01","Exports in goods, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,7.93026268666939,,
"XTEXVA01","Exports in goods, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,1.57685442717278,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","Units",,,-0.47333761768984,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","Units",,,5.85403489116999,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","Units",,,-4.59924916126377,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","Units",,,22.5242830454238,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","Units",,,-5.16880210078253,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","Units",,,20.5527161483229,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","Units",,,-2.95120357352093,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,-9.95937670721709,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,5.96274233304906,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,0.0475266737669043,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,2.71675431829983,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,11.093781940381,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,-6.28053734759614,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,-0.703587810594048,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,4.59504849022582,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,-7.62320822273048,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,6.66228894626372,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,-2.03021812675068,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,0.186135500177075,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,-5.89132062280281,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,-13.0676826633823,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,-2.62570483155747,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,-3.69852343962326,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,-1.09212467990732,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,-2.34763632488752,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,-0.0478157516363143,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,9.34886729110963,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,-2.37100445407365,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,4.9601734165959,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,3.35368602177016,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,5.20311132201297,,
"XTEXVA01","Exports in goods, s.a.","GRC","Greece","GP","Growth previous period","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,9.77550373891624,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","Units",,,-3.04683626220193,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","Units",,,-1.18135551876274,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","Units",,,6.60135836594923,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","Units",,,8.68154891198405,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","Units",,,7.04485600772328,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","Units",,,4.05386264410265,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","Units",,,-1.13904300240294,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,-6.19763339653466,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,-2.75219108022836,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,-0.469198446500218,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,-0.661412354730254,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,-0.180658348994925,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,1.08023173089049,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,1.63977111278217,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,2.83354177509986,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,4.83475791389798,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,-0.697332501238288,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,2.13165182383553,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,-2.12796319678106,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,-4.96895279765511,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,-6.66517709815403,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,-0.773005459280709,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,1.38956440611291,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,-0.0136598757826744,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,-1.56122188179914,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,6.37633451438922,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,-0.985859560871462,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,-1.22160652697372,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,3.06026969509454,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,3.36458108064166,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,8.05037590486469,,
"XTEXVA01","Exports in goods, s.a.","HUN","Hungary","GP","Growth previous period","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,1.590964749573,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","Units",,,3.49939690340786,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","Units",,,1.67521339248343,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","Units",,,2.27513504565612,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","Units",,,8.70812071932427,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","Units",,,1.20491209323519,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","Units",,,3.86846179973856,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","Units",,,11.8596306510548,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,-9.32472590005558,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,-2.60900133789643,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,-1.85203892395334,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,1.17461354128782,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,-2.79997719143581,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,4.4854453712064,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,-10.9467254819929,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,12.528440571756,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,-3.92583435691925,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,-1.77828664407476,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,-1.11658357563312,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,13.0039593102337,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,-7.51751827705474,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,0.154007716980448,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,0.369662250632462,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,-11.096063050662,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,-2.98367999767668,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,-0.699895850393201,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,3.40532970306606,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,0.610316387583865,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,0.0664870263305306,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,-11.2378863529278,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,29.0993862053476,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,-3.32280633400219,,
"XTEXVA01","Exports in goods, s.a.","ISL","Iceland","GP","Growth previous period","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,5.54982573318874,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","Units",,,2.74991865221107,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","Units",,,-5.25000817665518,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","Units",,,6.73913395575277,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","Units",,,4.55569544334943,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","Units",,,2.8875048848333,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","Units",,,4.0152664264571,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","Units",,,-4.05983495791346,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,-3.789046388972,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,0.185398563289232,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,-5.95497144338969,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,5.05513281068506,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,-4.5508113814869,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,-1.91712113236474,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,0.800073736592859,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,4.68255037105552,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,0.49287841160903,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,-1.59480803961375,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,6.11098521442884,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,-1.90741846893387,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,-2.56820245458453,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,-2.7619349895107,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,6.09226244835632,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,-0.748421170109568,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,6.76779832270394,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,-6.42074802052259,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,8.2104442792554,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,2.3798258592316,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,-2.18556648914743,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,0.541879178757936,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,0.4010230250188,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,2.79202325523079,,
"XTEXVA01","Exports in goods, s.a.","IRL","Ireland","GP","Growth previous period","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,5.82465465808772,,
"XTEXVA01","Exports in goods, s.a.","ITA","Italy","GP","Growth previous period","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","Units",,,-1.64015513135195,,
"XTEXVA01","Exports in goods, s.a.","ITA","Italy","GP","Growth previous period","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","Units",,,-1.71679106295548,,
"XTEXVA01","Exports in goods, s.a.","ITA","Italy","GP","Growth previous period","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","Units",,,4.69015301205218,,
"XTEXVA01","Exports in goods, s.a.","ITA","Italy","GP","Growth previous period","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","Units",,,7.83285413166657,,
"XTEXVA01","Exports in goods, s.a.","ITA","Italy","GP","Growth previous period","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","Units",,,5.03101052401129,,
"XTEXVA01","Exports in goods, s.a.","ITA","Italy","GP","Growth previous period","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","Units",,,8.30393169643039,,
"XTEXVA01","Exports in goods, s.a.","ITA","Italy","GP","Growth previous period","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","Units",,,-1.66922535815954,,
"XTEXVA01","Exports in goods, s.a.","ITA","Italy","GP","Growth previous period","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,-5.27498010304769,,
"XTEXVA01","Exports in goods, s.a.","ITA","Italy","GP","Growth previous period","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,-1.3104874148387,,
"XTEXVA01","Exports in goods, s.a.","ITA","Italy","GP","Growth previous period","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,-0.10396635620683,,
"XTEXVA01","Exports in goods, s.a.","ITA","Italy","GP","Growth previous period","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,-0.718629000807716,,
"XTEXVA01","Exports in goods, s.a.","ITA","Italy","GP","Growth previous period","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,2.60104884312552,,
"XTEXVA01","Exports in goods, s.a.","ITA","Italy","GP","Growth previous period","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,1.32951263979005,,
"XTEXVA01","Exports in goods, s.a.","ITA","Italy","GP","Growth previous period","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,-1.46186434147938,,
"XTEXVA01","Exports in goods, s.a.","ITA","Italy","GP","Growth previous period","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,2.19014663905823,,
"XTEXVA01","Exports in goods, s.a.","ITA","Italy","GP","Growth previous period","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,3.19890096920067,,
"XTEXVA01","Exports in goods, s.a.","ITA","Italy","GP","Growth previous period","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,1.85727028822531,,
"XTEXVA01","Exports in goods, s.a.","ITA","Italy","GP","Growth previous period","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,-1.31190775908953,,
