"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"XTEXVA01","Exports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,4.74594361712595,,
"XTEXVA01","Exports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,0.419689410875306,,
"XTEXVA01","Exports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,1.91879974155897,,
"XTEXVA01","Exports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,4.433602019968,,
"XTEXVA01","Exports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,2.66347856720383,,
"XTEXVA01","Exports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,7.44473665359264,,
"XTEXVA01","Exports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,3.70511676092957,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","Units",,,7.72323052179916,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","Units",,,5.08849296652725,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","Units",,,1.73919803960376,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","Units",,,6.9449902315025,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","Units",,,3.54447914293257,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","Units",,,12.8840590124986,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","Units",,,-0.371757476451031,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,-5.76388297309751,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,0.567175224834571,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,-0.722467004607902,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,3.18626423697791,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,-3.08334912178997,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,2.95396106099438,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,-2.14415047352422,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,4.03733583664003,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,12.8334626918678,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,2.47990759932178,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,-4.19480144549278,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,-5.90378741748923,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,-5.1506325654518,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,-3.92235889708444,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,-4.95373990932174,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,-5.01840829422598,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,-3.0578205685163,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,1.04729673243891,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,4.91604808051427,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,1.12791058187471,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,-1.58738945884464,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,4.9224308884141,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,5.92040632687844,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,3.27032168862078,,
"XTEXVA01","Exports in goods, s.a.","NZL","New Zealand","GP","Growth previous period","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,2.15816139371325,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","Units",,,5.98562038790038,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","Units",,,-6.71602205757467,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","Units",,,-1.02106431244528,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","Units",,,12.5205653713168,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","Units",,,11.3501091147626,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","Units",,,6.32970834675225,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","Units",,,1.45428876080002,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,-6.41706019771094,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,9.37042654549512,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,-4.89983607149082,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,-6.86050381034428,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,3.05689809031864,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,2.94655416909767,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,-5.11342354580325,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,1.43595457518409,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,0.962085916299124,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,1.64329515139829,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,-6.02188823112717,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,-5.46122061489817,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,-8.29822131875287,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,-15.9109179702113,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,0.869543873151829,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,-4.00251932207623,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,-12.5223393687037,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,-10.4597225713045,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,8.11674065564447,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,0.115871948716028,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,7.70661114715347,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,6.66050932000785,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,-0.733914533808359,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,3.84610987989028,,
"XTEXVA01","Exports in goods, s.a.","NOR","Norway","GP","Growth previous period","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,2.25765863783538,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","Units",,,-1.02963900068757,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","Units",,,-1.78653279627082,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","Units",,,4.63496093814735,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","Units",,,7.15232223268759,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","Units",,,6.19859528752483,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","Units",,,9.01270022126791,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","Units",,,-2.5040382112581,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,-4.72757202351428,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,0.439114911998315,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,-1.71965783370666,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,2.1634009400153,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,3.21706206019399,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,4.07638403884658,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,-1.26511132648382,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,6.45948938762156,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,2.41474884627942,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,2.83717148792377,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,3.55636959934633,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,-4.22580555973018,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,-3.18511808569119,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,-6.76783276642299,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,1.31122607263125,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,-0.16781029823138,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,-0.5493339174825,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,-0.818953446098222,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,5.77174460786972,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,-1.74359996261985,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,0.59373106741481,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,3.76494412228354,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,7.01435641192711,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,7.21563893742326,,
"XTEXVA01","Exports in goods, s.a.","POL","Poland","GP","Growth previous period","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,1.84310537168401,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","Units",,,-3.06349274049668,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","Units",,,-5.26520596048572,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","Units",,,6.52427120624164,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","Units",,,9.91592461695771,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","Units",,,4.35692564008081,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","Units",,,8.83076319148977,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","Units",,,0.647721392016813,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,-2.15648127013295,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,-1.50728067892699,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,-2.73103573558463,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,-0.874727834181261,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,0.868656168100381,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,6.89138360354083,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,1.27439002716905,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,1.19923670261583,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,2.62722153788014,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,-0.256482416136526,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,1.47641673150065,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,-2.63830879701793,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,-3.32689938216856,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,-11.0042568614514,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,1.90373436497717,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,-1.67254674377274,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,-1.75228222268673,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,-2.75702821125297,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,5.70168566235277,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,1.75744055082435,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,-0.00550815639128495,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,2.98948575762167,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,0.739900731982491,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,10.7553362732066,,
"XTEXVA01","Exports in goods, s.a.","PRT","Portugal","GP","Growth previous period","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,4.01024933044792,,
"XTEXVA01","Exports in goods, s.a.","SVK","Slovak Republic","GP","Growth previous period","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","Units",,,-3.3973451837089,,
"XTEXVA01","Exports in goods, s.a.","SVK","Slovak Republic","GP","Growth previous period","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","Units",,,-1.09866536521696,,
"XTEXVA01","Exports in goods, s.a.","SVK","Slovak Republic","GP","Growth previous period","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","Units",,,8.16544995675925,,
"XTEXVA01","Exports in goods, s.a.","SVK","Slovak Republic","GP","Growth previous period","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","Units",,,10.8424225021132,,
"XTEXVA01","Exports in goods, s.a.","SVK","Slovak Republic","GP","Growth previous period","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","Units",,,3.93165428730624,,
"XTEXVA01","Exports in goods, s.a.","SVK","Slovak Republic","GP","Growth previous period","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","Units",,,5.67299961369929,,
"XTEXVA01","Exports in goods, s.a.","SVK","Slovak Republic","GP","Growth previous period","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","Units",,,1.14752433475967,,
"XTEXVA01","Exports in goods, s.a.","SVK","Slovak Republic","GP","Growth previous period","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,-1.70327913657794,,
"XTEXVA01","Exports in goods, s.a.","SVK","Slovak Republic","GP","Growth previous period","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,-0.769540420233863,,
"XTEXVA01","Exports in goods, s.a.","SVK","Slovak Republic","GP","Growth previous period","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,1.97825312561757,,
"XTEXVA01","Exports in goods, s.a.","SVK","Slovak Republic","GP","Growth previous period","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,-1.22847159067383,,
"XTEXVA01","Exports in goods, s.a.","SVK","Slovak Republic","GP","Growth previous period","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,1.97117076877707,,
"XTEXVA01","Exports in goods, s.a.","SVK","Slovak Republic","GP","Growth previous period","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,1.91337488915692,,
"XTEXVA01","Exports in goods, s.a.","SVK","Slovak Republic","GP","Growth previous period","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,1.38471165383326,,
"XTEXVA01","Exports in goods, s.a.","SVK","Slovak Republic","GP","Growth previous period","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,1.12138704102193,,
"XTEXVA01","Exports in goods, s.a.","SVK","Slovak Republic","GP","Growth previous period","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,4.78367354707949,,
"XTEXVA01","Exports in goods, s.a.","SVK","Slovak Republic","GP","Growth previous period","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,1.59198471877095,,
"XTEXVA01","Exports in goods, s.a.","SVK","Slovak Republic","GP","Growth previous period","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,-1.42207138920124,,
"XTEXVA01","Exports in goods, s.a.","SVK","Slovak Republic","GP","Growth previous period","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,-4.48495873722138,,
"XTEXVA01","Exports in goods, s.a.","SVK","Slovak Republic","GP","Growth previous period","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,-5.62199771356062,,
"XTEXVA01","Exports in goods, s.a.","SVK","Slovak Republic","GP","Growth previous period","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,-6.51215385231213,,
"XTEXVA01","Exports in goods, s.a.","SVK","Slovak Republic","GP","Growth previous period","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,-1.81423435171024,,
